geneSymbol,DSI,DPI,score,EI,NofPmids,diseaseClass,diseaseType,filtered_diseaseClass
HNF1A,0.478,0.846,0.3,,0,"C18,C20,C19",disease,"C18,C20,C19"
HNF1A,0.478,0.846,0.3,,0,"C04,C13,C12",disease,"C04,C13,C12"
HNF1A,0.478,0.846,0.3,,0,"C04,C13,C12",disease,"C04,C13,C12"
HNF1A,0.478,0.846,0.3,,0,"C04,C13,C12",disease,"C04,C13,C12"
HNF1A,0.478,0.846,0.6,,0,"C06,C04",disease,"C06,C04"
HNF1A,0.478,0.846,0.3,1.0,1,C18,phenotype,C18
HNF1A,0.478,0.846,0.3,,0,"C18,C20,C19",disease,"C18,C20,C19"
HNF1A,0.478,0.846,0.7,1.0,7,"C18,C19",disease,"C18,C19"
HNF1A,0.478,0.846,0.3,,0,"C18,C20,C19",disease,"C18,C20,C19"
HNF1B,0.473,0.808,0.45,0.8,0,"C04,C13,C12",disease,"C04,C13,C12"
HNF1B,0.473,0.808,0.31,1.0,1,C06,disease,C06
HNF1B,0.473,0.808,0.33,1.0,2,"C04,C12",group,"C04,C12"
HNF1B,0.473,0.808,0.32,1.0,0,"C16,C18,C19",disease,"C16,C18,C19"
HNF1B,0.473,0.808,0.55,0.833,1,"C04,C13,C12",disease,"C04,C13,C12"
HNF1B,0.473,0.808,0.5,1.0,0,"C18,C19",disease,"C18,C19"
HNF1B,0.473,0.808,0.5,0.864,2,"C04,C12",disease,"C04,C12"
HNF1B,0.473,0.808,0.41,1.0,0,"C04,C13,C12",disease,"C04,C13,C12"
HNF1B,0.473,0.808,0.3,,0,"C04,C13,C12",disease,"C04,C13,C12"
HNF1B,0.473,0.808,0.3,,0,"C04,C13,C12",disease,"C04,C13,C12"
HNF1B,0.473,0.808,0.3,,0,"C04,C13,C12",disease,"C04,C13,C12"
HNF1B,0.473,0.808,0.3,1.0,1,"C18,C19",disease,"C18,C19"
HNF1B,0.473,0.808,0.33,1.0,0,"C18,C19",disease,"C18,C19"
TCF3,0.476,0.846,0.6,1.0,1,"C20,C15",disease,"C20,C15"
TCF3,0.476,0.846,0.4,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
TCF3,0.476,0.846,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
TCF3,0.476,0.846,0.37,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
TCF3,0.476,0.846,0.3,,0,"C20,C15",disease,"C20,C15"
TCF3,0.476,0.846,0.3,1.0,2,"C04,C01,C20,C15",disease,"C04,C01,C20,C15"
TCF3,0.476,0.846,0.3,1.0,1,C20,group,C20
TCF3,0.476,0.846,0.3,1.0,1,C01,phenotype,C01
TCF3,0.476,0.846,0.4,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
TCF3,0.476,0.846,0.3,1.0,2,"C04,C01,C20,C15",disease,"C04,C01,C20,C15"
TCF7,0.556,0.654,0.31,1.0,1,C06,disease,C06
TCF7,0.556,0.654,0.31,1.0,1,"C17,C20",disease,"C17,C20"
TCF7,0.556,0.654,0.3,1.0,1,C06,disease,C06
TCF7,0.556,0.654,0.3,1.0,1,"C17,C20",disease,"C17,C20"
TCF7,0.556,0.654,0.3,1.0,1,C06,disease,C06
TCF7,0.556,0.654,0.3,1.0,1,C06,disease,C06
TCF7,0.556,0.654,0.3,1.0,1,C06,disease,C06
TCF7L2,0.485,0.846,0.31,1.0,1,C04,group,C04
TCF7L2,0.485,0.846,0.42,1.0,1,F03,disease,F03
TCF7L2,0.485,0.846,0.48,1.0,1,"C06,C04",disease,"C06,C04"
TCF7L2,0.485,0.846,0.3,1.0,1,C14,group,C14
TCF7L2,0.485,0.846,0.33,1.0,1,"C06,C04",group,"C06,C04"
TCF7L2,0.485,0.846,0.49,1.0,2,"C06,C04",group,"C06,C04"
TCF7L2,0.485,0.846,0.45,1.0,1,C14,disease,C14
TCF7L2,0.485,0.846,0.7,0.965,3,"C18,C19",disease,"C18,C19"
TCF7L2,0.485,0.846,0.3,1.0,1,C23,phenotype,C23
TCF7L2,0.485,0.846,0.31,1.0,1,F03,disease,F03
TCF7L2,0.485,0.846,0.46,1.0,4,F03,disease,F03
TCF7L2,0.485,0.846,0.3,1.0,1,"C17,C05,C20",disease,"C17,C05,C20"
TCF7L2,0.485,0.846,0.32,1.0,1,C14,disease,C14
TCF7L2,0.485,0.846,0.3,1.0,1,C04,disease,C04
TCF7L2,0.485,0.846,0.3,1.0,1,C04,disease,C04
TCF7L2,0.485,0.846,0.3,1.0,1,C04,disease,C04
TCF7L2,0.485,0.846,0.3,1.0,1,C04,disease,C04
TCF7L2,0.485,0.846,0.3,1.0,1,C04,disease,C04
TCF7L2,0.485,0.846,0.3,1.0,1,C23,phenotype,C23
TCF7L2,0.485,0.846,0.3,1.0,1,C23,phenotype,C23
TCF7L2,0.485,0.846,0.3,1.0,1,C14,disease,C14
TCF7L2,0.485,0.846,0.31,0.5,1,F03,group,F03
TCF7L2,0.485,0.846,0.3,1.0,1,"C04,C12",disease,"C04,C12"
TCF7L2,0.485,0.846,0.3,1.0,1,"C17,C05,C20",disease,"C17,C05,C20"
TCF7L2,0.485,0.846,0.3,1.0,1,"C17,C05,C20",disease,"C17,C05,C20"
TCF7L2,0.485,0.846,0.3,1.0,1,"C17,C05,C20",disease,"C17,C05,C20"
TCF7L2,0.485,0.846,0.3,1.0,1,"C17,C05,C20",disease,"C17,C05,C20"
TCF7L2,0.485,0.846,0.3,1.0,1,"C04,C12",disease,"C04,C12"
ZEB1,0.442,0.808,0.4,1.0,2,"C04,C17",disease,"C04,C17"
ZEB1,0.442,0.808,0.3,1.0,1,"C23,C04",phenotype,"C23,C04"
ZEB1,0.442,0.808,0.3,1.0,1,"C04,C13",group,"C04,C13"
ZEB1,0.442,0.808,0.3,1.0,1,"C23,C04",phenotype,"C23,C04"
ZEB1,0.442,0.808,0.31,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ZEB1,0.442,0.808,0.31,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ZEB1,0.442,0.808,0.3,1.0,1,C14,disease,C14
ZEB1,0.442,0.808,0.3,1.0,1,C23,phenotype,C23
ZEB1,0.442,0.808,0.3,1.0,1,"C04,C19",disease,"C04,C19"
ZEB1,0.442,0.808,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ZEB1,0.442,0.808,0.38,1.0,1,"C04,C13",disease,"C04,C13"
ZEB1,0.442,0.808,0.4,1.0,2,"C04,C17",disease,"C04,C17"
ZEB1,0.442,0.808,0.38,1.0,1,"C04,C13,C19",disease,"C04,C13,C19"
ZEB1,0.442,0.808,0.39,1.0,1,"C04,C13,C19",disease,"C04,C13,C19"
ZEB1,0.442,0.808,0.3,1.0,2,"C04,C17",disease,"C04,C17"
ZEB1,0.442,0.808,0.38,1.0,2,"C04,C17",group,"C04,C17"
ZEB1,0.442,0.808,0.5,1.0,2,"C16,C11",disease,"C16,C11"
ZEB1,0.442,0.808,0.3,1.0,1,"C04,C19",disease,"C04,C19"
ZEB1,0.442,0.808,0.3,1.0,1,"C04,C19",disease,"C04,C19"
ZEB1,0.442,0.808,0.3,1.0,2,"C04,C17",disease,"C04,C17"
TCF12,0.565,0.654,0.46,1.0,1,"C16,C05",disease,"C16,C05"
TCF12,0.565,0.654,0.3,1.0,1,"C16,C05",disease,"C16,C05"
TCF12,0.565,0.654,0.3,1.0,1,"C16,C05",disease,"C16,C05"
TCF12,0.565,0.654,0.3,1.0,1,"C16,C05",disease,"C16,C05"
TCF12,0.565,0.654,0.3,1.0,1,"C16,C05",disease,"C16,C05"
TCF12,0.565,0.654,0.44,1.0,1,"C16,C05",disease,"C16,C05"
TCF12,0.565,0.654,0.3,1.0,1,"C16,C05",disease,"C16,C05"
TCF12,0.565,0.654,0.3,1.0,1,"C16,C05",disease,"C16,C05"
TCF12,0.565,0.654,0.3,1.0,1,"C16,C05",disease,"C16,C05"
TCF15,0.839,0.154,0.3,1.0,1,"C04,C13,C19",disease,"C04,C13,C19"
TCF15,0.839,0.154,0.3,1.0,1,"C04,C13,C19",disease,"C04,C13,C19"
TCF19,0.674,0.692,0.3,1.0,1,"C06,C04",disease,"C06,C04"
TCF19,0.674,0.692,0.3,1.0,1,"C06,C04",group,"C06,C04"
TCF19,0.674,0.692,0.32,1.0,1,"C06,C04",disease,"C06,C04"
TCF20,0.644,0.423,0.3,1.0,1,"C23,C06",disease,"C23,C06"
TCF20,0.644,0.423,0.31,1.0,1,F03,phenotype,F03
TCF20,0.644,0.423,0.33,1.0,1,"C23,C10,F03,F01",group,"C23,C10,F03,F01"
TCF21,0.537,0.692,0.38,0.9,2,C14,disease,C14
TCF21,0.537,0.692,0.5,0.933,2,C14,disease,C14
TCN1,0.641,0.577,0.3,1.0,1,C15,disease,C15
TCN2,0.578,0.615,0.3,1.0,1,C04,group,C04
TCN2,0.578,0.615,0.3,1.0,3,"C20,C15",disease,"C20,C15"
TCN2,0.578,0.615,0.3,1.0,1,C15,disease,C15
TCN2,0.578,0.615,0.33,1.0,1,C15,disease,C15
TCN2,0.578,0.615,0.3,1.0,1,F03,disease,F03
TCN2,0.578,0.615,0.31,1.0,1,"C16,C07",disease,C16
TCN2,0.578,0.615,0.33,1.0,1,"C06,C04",disease,"C06,C04"
TCN2,0.578,0.615,0.3,1.0,1,"C06,C04",group,"C06,C04"
TCN2,0.578,0.615,0.3,1.0,1,C25,group,C25
TCN2,0.578,0.615,0.4,1.0,3,C23,disease,C23
TCN2,0.578,0.615,0.4,1.0,3,C15,disease,C15
TCN2,0.578,0.615,0.4,1.0,3,C15,disease,C15
TCN2,0.578,0.615,0.3,1.0,1,"C04,C12",group,"C04,C12"
TCN2,0.578,0.615,0.4,1.0,3,C15,phenotype,C15
TCN2,0.578,0.615,0.3,1.0,1,C25,group,C25
TCN2,0.578,0.615,0.3,1.0,1,"C16,C18,C20",disease,"C16,C18,C20"
TCN2,0.578,0.615,0.3,1.0,1,C04,disease,C04
TCN2,0.578,0.615,0.3,1.0,1,C04,disease,C04
TCN2,0.578,0.615,0.3,1.0,1,C04,disease,C04
TCN2,0.578,0.615,0.3,1.0,1,C04,disease,C04
TCN2,0.578,0.615,0.3,1.0,1,C04,disease,C04
TCN2,0.578,0.615,0.3,1.0,1,C04,disease,C04
TCN2,0.578,0.615,0.3,1.0,3,"C06,C01",disease,"C06,C01"
TCN2,0.578,0.615,0.3,1.0,1,C10,group,C10
TCN2,0.578,0.615,0.3,1.0,1,"C06,C04",disease,"C06,C04"
TCN2,0.578,0.615,0.3,1.0,1,"C04,C12",disease,"C04,C12"
TCN2,0.578,0.615,0.3,1.0,3,"C06,C15",disease,"C06,C15"
TCN2,0.578,0.615,0.3,1.0,1,C10,disease,C10
TCN2,0.578,0.615,0.4,1.0,1,"C23,C10,F03,F01",group,"C23,C10,F03,F01"
TCOF1,0.55,0.808,0.4,1.0,1,"C16,C09",disease,C16
TCOF1,0.55,0.808,0.3,1.0,7,"C16,C11,C05",disease,"C16,C11,C05"
TCOF1,0.55,0.808,0.35,1.0,1,"C16,C05",group,"C16,C05"
TCP1,0.619,0.654,0.3,1.0,1,"C04,C12",group,"C04,C12"
TCP1,0.619,0.654,0.3,1.0,1,"C04,C12",disease,"C04,C12"
TRA,0.628,0.577,0.33,1.0,1,"C10,F03",disease,"C10,F03"
TRA,0.628,0.577,0.3,1.0,1,"C10,F03",disease,"C10,F03"
TDGF1,0.584,0.731,0.3,1.0,1,"C16,C05,C10",disease,"C16,C05,C10"
TDGF1,0.584,0.731,0.4,1.0,1,"C16,C05,C10",disease,"C16,C05,C10"
TDGF1,0.584,0.731,0.3,1.0,1,"C16,C15,C14",disease,"C16,C15,C14"
TDGF1,0.584,0.731,0.3,1.0,1,"C16,C15,C14",disease,"C16,C15,C14"
TDGF1,0.584,0.731,0.3,1.0,1,"C16,C15,C14",disease,"C16,C15,C14"
TDGF1,0.584,0.731,0.3,1.0,1,"C16,C15,C14",disease,"C16,C15,C14"
TDGF1,0.584,0.731,0.3,1.0,1,"C16,C15,C14",disease,"C16,C15,C14"
TDGF1,0.584,0.731,0.3,1.0,1,"C16,C15,C14",disease,"C16,C15,C14"
TDO2,0.599,0.654,0.31,1.0,1,F03,disease,F03
TDO2,0.599,0.654,0.31,1.0,5,F03,disease,F03
TDO2,0.599,0.654,0.31,1.0,1,F03,group,F03
TDO2,0.599,0.654,0.32,1.0,1,F03,disease,F03
TDO2,0.599,0.654,0.3,1.0,1,C18,phenotype,C18
TDO2,0.599,0.654,0.33,0.8,5,F03,disease,F03
TDO2,0.599,0.654,0.3,1.0,1,F03,disease,F03
TDO2,0.599,0.654,0.31,1.0,1,F03,disease,F03
TDO2,0.599,0.654,0.33,0.8,5,F03,disease,F03
PRDX2,0.474,0.885,0.3,1.0,1,"C08,C24",disease,C08
PRDX2,0.474,0.885,0.3,1.0,1,C04,group,C04
PRDX2,0.474,0.885,0.33,1.0,1,"C16,C10",disease,"C16,C10"
PRDX2,0.474,0.885,0.33,1.0,1,"C06,C04",group,"C06,C04"
PRDX2,0.474,0.885,0.3,1.0,1,"C23,C17",disease,"C23,C17"
PRDX2,0.474,0.885,0.3,1.0,1,C04,disease,C04
PRDX2,0.474,0.885,0.3,1.0,1,C04,disease,C04
PRDX2,0.474,0.885,0.3,1.0,1,"C04,C22",phenotype,C04
PRDX2,0.474,0.885,0.3,1.0,1,C04,phenotype,C04
PRDX2,0.474,0.885,0.32,1.0,1,C04,disease,C04
PRDX2,0.474,0.885,0.3,1.0,1,"C23,C04",phenotype,"C23,C04"
PRDX2,0.474,0.885,0.31,1.0,1,C04,disease,C04
PRDX2,0.474,0.885,0.31,1.0,1,"C04,C12",group,"C04,C12"
PRDX2,0.474,0.885,0.3,1.0,1,C04,disease,C04
PRDX2,0.474,0.885,0.3,1.0,1,C04,disease,C04
PRDX2,0.474,0.885,0.3,1.0,1,C04,disease,C04
PRDX2,0.474,0.885,0.3,1.0,1,C04,phenotype,C04
PRDX2,0.474,0.885,0.34,1.0,1,"C04,C12",disease,"C04,C12"
PRDX2,0.474,0.885,0.3,1.0,1,"C16,C10",disease,"C16,C10"
PRDX2,0.474,0.885,0.3,1.0,1,"C16,C10",disease,"C16,C10"
PRDX2,0.474,0.885,0.33,1.0,1,"C06,C04",disease,"C06,C04"
PRDX2,0.474,0.885,0.3,1.0,1,"C16,C10",disease,"C16,C10"
PRDX2,0.474,0.885,0.3,1.0,1,"C04,C22",disease,C04
PRDX2,0.474,0.885,0.37,1.0,1,"C06,C04",disease,"C06,C04"
PRDX2,0.474,0.885,0.3,1.0,1,"C08,C24",disease,C08
TECTA,0.7,0.385,0.5,1.0,1,"C23,C10,C09",phenotype,"C23,C10"
TECTA,0.7,0.385,0.6,1.0,1,"C23,C10,C09",disease,"C23,C10"
TECTA,0.7,0.385,0.33,1.0,17,"C23,C10,C09",disease,"C23,C10"
TEF,0.686,0.538,0.31,1.0,1,F03,disease,F03
TEF,0.686,0.538,0.32,1.0,1,F03,disease,F03
TEK,0.462,0.692,0.3,1.0,1,C10,disease,C10
TEK,0.462,0.692,0.3,1.0,1,C10,disease,C10
TEK,0.462,0.692,0.31,0.5,1,C04,disease,C04
TEK,0.462,0.692,0.3,1.0,1,"C06,C04",disease,"C06,C04"
TEK,0.462,0.692,0.3,1.0,1,"C06,C04",disease,"C06,C04"
TEK,0.462,0.692,0.3,1.0,1,"C06,C04",phenotype,"C06,C04"
TEK,0.462,0.692,0.32,1.0,1,C23,phenotype,C23
TEK,0.462,0.692,0.3,1.0,1,"C06,C04",disease,"C06,C04"
TEK,0.462,0.692,0.5,1.0,0,C16,disease,C16
TEK,0.462,0.692,0.3,1.0,1,C10,disease,C10
TEK,0.462,0.692,0.3,1.0,1,C10,disease,C10
TEK,0.462,0.692,0.3,,0,C11,disease,C11
TEK,0.462,0.692,0.5,1.0,0,"C16,C14",group,"C16,C14"
TEP1,0.621,0.654,0.31,1.0,1,"C04,C08",group,"C04,C08"
TEP1,0.621,0.654,0.31,1.0,1,"C04,C08",disease,"C04,C08"
TERC,0.471,0.846,0.32,0.667,1,C04,disease,C04
TERC,0.471,0.846,0.3,1.0,1,"C04,C12",group,"C04,C12"
TERC,0.471,0.846,0.3,1.0,1,"C04,C07",group,C04
TERC,0.471,0.846,0.3,1.0,1,"C04,C07",disease,C04
TERC,0.471,0.846,0.7,1.0,5,"C16,C17,C15",disease,"C16,C17,C15"
TERC,0.471,0.846,0.32,1.0,1,"C04,C12",disease,"C04,C12"
TERC,0.471,0.846,0.31,1.0,1,"C16,C17,C15",disease,"C16,C17,C15"
TERC,0.471,0.846,0.31,1.0,1,"C23,C16,C13,C17,C05,C10,F03,C15,F01",disease,"C23,C16,C13,C17,C05,C10,F03,C15,F01"
TERC,0.471,0.846,0.3,1.0,1,"C23,C16,C04,C17,C19",phenotype,"C23,C16,C04,C17,C19"
TERC,0.471,0.846,0.36,1.0,0,"C16,C17,C15",disease,"C16,C17,C15"
TERC,0.471,0.846,0.4,1.0,4,"C16,C17,C15",disease,"C16,C17,C15"
TERC,0.471,0.846,0.3,1.0,3,C08,disease,C08
TERC,0.471,0.846,0.3,1.0,3,C08,disease,C08
TERC,0.471,0.846,0.3,1.0,3,C08,disease,C08
TERF2,0.541,0.731,0.32,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
TERT,0.374,0.846,0.4,0.96,1,"C04,C13,C12",disease,"C04,C13,C12"
TERT,0.374,0.846,0.4,0.964,1,"C04,C13,C12",disease,"C04,C13,C12"
TERT,0.374,0.846,0.4,0.923,1,"C04,C17",disease,"C04,C17"
TERT,0.374,0.846,0.4,0.966,1,C04,group,C04
TERT,0.374,0.846,0.4,0.968,1,"C04,C08",disease,"C04,C08"
TERT,0.374,0.846,0.31,1.0,1,"C04,C13",disease,"C04,C13"
TERT,0.374,0.846,0.31,1.0,1,C14,disease,C14
TERT,0.374,0.846,0.34,1.0,1,"C16,C10",disease,"C16,C10"
TERT,0.374,0.846,0.4,0.979,2,C04,disease,C04
TERT,0.374,0.846,0.3,1.0,1,"C13,C12",group,"C13,C12"
TERT,0.374,0.846,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
TERT,0.374,0.846,0.7,1.0,3,C04,disease,C04
TERT,0.374,0.846,0.36,1.0,1,"C04,C15",disease,"C04,C15"
TERT,0.374,0.846,0.55,1.0,1,"C06,C04",group,"C06,C04"
TERT,0.374,0.846,0.37,1.0,1,C08,group,C08
TERT,0.374,0.846,0.4,1.0,2,"C04,C08",group,"C04,C08"
TERT,0.374,0.846,0.3,1.0,1,"C17,C20",disease,"C17,C20"
TERT,0.374,0.846,0.7,1.0,2,C04,disease,C04
TERT,0.374,0.846,0.3,,0,C04,disease,C04
TERT,0.374,0.846,0.34,1.0,1,C15,group,C15
TERT,0.374,0.846,0.5,0.956,1,C04,group,C04
TERT,0.374,0.846,0.4,1.0,1,C04,disease,C04
TERT,0.374,0.846,0.44,1.0,2,"C06,C04,C19",disease,"C06,C04,C19"
TERT,0.374,0.846,0.38,1.0,2,"C04,C12",group,"C04,C12"
TERT,0.374,0.846,0.3,1.0,1,"C23,C14",disease,"C23,C14"
TERT,0.374,0.846,0.4,0.939,1,"C04,C19",disease,"C04,C19"
TERT,0.374,0.846,0.3,1.0,1,F03,disease,F03
TERT,0.374,0.846,0.3,1.0,1,C04,group,C04
TERT,0.374,0.846,0.34,1.0,1,"C04,C19",disease,"C04,C19"
TERT,0.374,0.846,0.3,1.0,1,C15,disease,C15
TERT,0.374,0.846,0.3,1.0,1,"C04,C19",disease,"C04,C19"
TERT,0.374,0.846,0.3,1.0,1,C23,phenotype,C23
TERT,0.374,0.846,0.4,0.971,2,"C04,C08",disease,"C04,C08"
TERT,0.374,0.846,0.3,1.0,1,"C17,C20",disease,"C17,C20"
TERT,0.374,0.846,0.3,1.0,2,C04,disease,C04
TERT,0.374,0.846,0.6,1.0,5,"C16,C17,C15",disease,"C16,C17,C15"
TERT,0.374,0.846,0.56,1.0,1,"C06,C04",disease,"C06,C04"
TERT,0.374,0.846,0.32,1.0,0,"C04,C17",disease,"C04,C17"
TERT,0.374,0.846,0.4,1.0,2,"C06,C04,C19",disease,"C06,C04,C19"
TERT,0.374,0.846,0.4,0.944,2,"C04,C12",disease,"C04,C12"
TERT,0.374,0.846,0.4,1.0,1,"C04,C19",disease,"C04,C19"
TERT,0.374,0.846,0.39,1.0,2,C04,disease,C04
TERT,0.374,0.846,0.4,0.952,1,"C04,C17",disease,"C04,C17"
TERT,0.374,0.846,0.38,1.0,1,"C04,C13,C19",disease,"C04,C13,C19"
TERT,0.374,0.846,0.4,1.0,1,"C04,C13,C19",disease,"C04,C13,C19"
TERT,0.374,0.846,0.32,1.0,3,"C16,C17,C15",disease,"C16,C17,C15"
TERT,0.374,0.846,0.3,1.0,1,"C04,C17",disease,"C04,C17"
TERT,0.374,0.846,0.31,1.0,1,F03,disease,F03
TERT,0.374,0.846,0.3,1.0,1,C04,disease,C04
TERT,0.374,0.846,0.5,1.0,1,"C04,C17",group,"C04,C17"
TERT,0.374,0.846,0.4,1.0,0,C04,disease,C04
TERT,0.374,0.846,0.34,1.0,0,"C16,C17,C15",disease,"C16,C17,C15"
TERT,0.374,0.846,0.3,,0,C04,disease,C04
TERT,0.374,0.846,0.52,1.0,3,C14,disease,C14
TERT,0.374,0.846,0.6,0.977,4,"C06,C04",disease,"C06,C04"
TERT,0.374,0.846,0.4,1.0,1,"C04,C13",disease,"C04,C13"
TERT,0.374,0.846,0.3,1.0,1,"C04,C17",disease,"C04,C17"
TERT,0.374,0.846,0.3,1.0,5,C08,disease,C08
TERT,0.374,0.846,0.3,1.0,5,C08,disease,C08
TERT,0.374,0.846,0.32,1.0,1,C04,disease,C04
TERT,0.374,0.846,0.3,1.0,5,C08,disease,C08
TF,0.527,0.846,0.3,1.0,2,"C25,F03",disease,"C25,F03"
TF,0.527,0.846,0.3,1.0,2,"C25,F03",disease,"C25,F03"
TF,0.527,0.846,0.35,1.0,2,"C10,F03",disease,"C10,F03"
TF,0.527,0.846,0.3,1.0,1,F03,disease,F03
TF,0.527,0.846,0.3,1.0,2,C04,group,C04
TF,0.527,0.846,0.3,1.0,2,"C10,F03",disease,"C10,F03"
TF,0.527,0.846,0.3,1.0,1,C25,group,C25
TF,0.527,0.846,0.3,1.0,1,C01,disease,C01
TF,0.527,0.846,0.3,1.0,2,C06,disease,C06
TF,0.527,0.846,0.3,1.0,1,C06,group,C06
TF,0.527,0.846,0.3,1.0,1,"C06,C25",disease,"C06,C25"
TF,0.527,0.846,0.3,1.0,1,C23,phenotype,C23
TF,0.527,0.846,0.3,1.0,1,"C13,C12",disease,"C13,C12"
TF,0.527,0.846,0.3,1.0,2,"C04,C22",phenotype,C04
TF,0.527,0.846,0.3,1.0,2,C04,phenotype,C04
TF,0.527,0.846,0.3,1.0,1,"C23,C04",phenotype,"C23,C04"
TF,0.527,0.846,0.3,1.0,1,"C13,C12",group,"C13,C12"
TF,0.527,0.846,0.5,1.0,1,"C23,C18",disease,"C23,C18"
TF,0.527,0.846,0.3,1.0,1,"C01,C22",disease,C01
TF,0.527,0.846,0.31,1.0,1,"C10,F03",disease,"C10,F03"
TF,0.527,0.846,0.34,0.333,3,F03,disease,F03
TF,0.527,0.846,0.3,1.0,1,C25,group,C25
TF,0.527,0.846,0.31,1.0,2,"C25,F03",disease,"C25,F03"
TF,0.527,0.846,0.3,1.0,1,C04,disease,C04
TF,0.527,0.846,0.3,1.0,2,C04,disease,C04
TF,0.527,0.846,0.3,1.0,2,C04,disease,C04
TF,0.527,0.846,0.3,1.0,2,C04,disease,C04
TF,0.527,0.846,0.3,1.0,2,C04,phenotype,C04
TF,0.527,0.846,0.3,1.0,1,C15,disease,C15
TF,0.527,0.846,0.3,1.0,2,"C10,F03",disease,"C10,F03"
TF,0.527,0.846,0.3,1.0,1,C18,disease,C18
TF,0.527,0.846,0.3,1.0,1,"C04,C08",disease,"C04,C08"
TF,0.527,0.846,0.31,1.0,2,"C10,F03",disease,"C10,F03"
TF,0.527,0.846,0.3,1.0,2,"C10,F03",disease,"C10,F03"
TF,0.527,0.846,0.3,1.0,2,"C10,F03",disease,"C10,F03"
TF,0.527,0.846,0.3,1.0,2,"C10,F03",disease,"C10,F03"
TF,0.527,0.846,0.3,1.0,1,"C06,C25",phenotype,"C06,C25"
TF,0.527,0.846,0.3,1.0,2,"C04,C22",disease,C04
TF,0.527,0.846,0.3,1.0,1,"C06,C25",disease,"C06,C25"
TF,0.527,0.846,0.3,1.0,1,"C13,C12",disease,"C13,C12"
TF,0.527,0.846,0.3,1.0,1,"C13,C12",disease,"C13,C12"
TF,0.527,0.846,0.3,1.0,2,C06,disease,C06
TF,0.527,0.846,0.3,1.0,1,"C06,C25",disease,"C06,C25"
TF,0.527,0.846,0.3,1.0,1,"C06,C25",disease,"C06,C25"
TF,0.527,0.846,0.3,1.0,1,"C06,C25",disease,"C06,C25"
TF,0.527,0.846,0.3,1.0,1,C01,disease,C01
TFAM,0.529,0.731,0.4,0.9,1,"C10,F03",disease,"C10,F03"
TFAM,0.529,0.731,0.3,1.0,1,C04,disease,C04
TFAM,0.529,0.731,0.31,1.0,1,"C10,F03",disease,"C10,F03"
TFAM,0.529,0.731,0.3,1.0,1,C10,disease,C10
TFAM,0.529,0.731,0.3,1.0,1,"C10,F03",disease,"C10,F03"
TFAM,0.529,0.731,0.33,1.0,1,"C10,F03",disease,"C10,F03"
TFAM,0.529,0.731,0.3,1.0,1,"C10,F03",disease,"C10,F03"
TFAM,0.529,0.731,0.3,1.0,1,"C10,F03",disease,"C10,F03"
TFAM,0.529,0.731,0.3,1.0,1,"C10,F03",disease,"C10,F03"
TFAM,0.529,0.731,0.3,1.0,1,C10,disease,C10
TFAM,0.529,0.731,0.3,1.0,1,C10,disease,C10
TFAM,0.529,0.731,0.3,1.0,1,"C16,C18,C10",disease,"C16,C18,C10"
TFAP2A,0.488,0.769,0.4,0.909,1,"C04,C17",disease,"C04,C17"
TFAP2A,0.488,0.769,0.41,1.0,1,"C16,C07",disease,C16
TFAP2A,0.488,0.769,0.3,1.0,1,"C16,C11",group,"C16,C11"
TFAP2A,0.488,0.769,0.3,1.0,1,"C13,C12",group,"C13,C12"
TFAP2A,0.488,0.769,0.3,1.0,1,"C16,C05",disease,"C16,C05"
TFAP2A,0.488,0.769,0.4,1.0,1,"C16,C09",disease,C16
TFAP2A,0.488,0.769,0.3,1.0,1,"C16,C05",disease,"C16,C05"
TFAP2A,0.488,0.769,0.3,1.0,1,C16,disease,C16
TFAP2A,0.488,0.769,0.3,1.0,1,"C16,C05",disease,"C16,C05"
TFAP2A,0.488,0.769,0.3,1.0,2,"C16,C05",group,"C16,C05"
TFAP2A,0.488,0.769,0.4,0.957,1,"C04,C17",disease,"C04,C17"
TFAP2A,0.488,0.769,0.3,1.0,1,"C04,C17",disease,"C04,C17"
TFAP2A,0.488,0.769,0.37,1.0,1,"C04,C17",group,"C04,C17"
TFAP2A,0.488,0.769,0.3,1.0,1,C16,disease,C16
TFAP2A,0.488,0.769,0.3,1.0,1,C16,disease,C16
TFAP2A,0.488,0.769,0.3,1.0,1,"C04,C17",disease,"C04,C17"
TFAP2B,0.57,0.769,0.31,1.0,1,"C25,F03",disease,"C25,F03"
TFAP2B,0.57,0.769,0.3,1.0,1,C23,phenotype,C23
TFAP2B,0.57,0.769,0.3,,0,"C16,C07",disease,C16
TFAP2B,0.57,0.769,0.5,0.929,2,"C16,C14",disease,"C16,C14"
TFAP2B,0.57,0.769,0.3,1.0,1,"C16,C05",group,"C16,C05"
TFAP2B,0.57,0.769,0.3,1.0,1,"C16,C05",disease,"C16,C05"
